Sr.,Subject,Topic,Subtopic,Used,Used_At,Times_Shown,Last_Shown_At,Video_URL,Notes,Active
274,Deep Learning,Variational Autoencoders,Variational Autoencoders: Applications and Use Cases,FALSE,,0,,,,TRUE
275,Deep Learning,Variational Autoencoders,Variational Autoencoders: Challenges and Limitations,FALSE,,0,,,,TRUE
276,Deep Learning,Variational Autoencoders,Variational Autoencoders: Emerging Trends,FALSE,,0,,,,TRUE
277,Deep Learning,Generative Adversarial Networks,Generative Adversarial Networks: Purpose and Scope,FALSE,,0,,,,TRUE
278,Deep Learning,Generative Adversarial Networks,Generative Adversarial Networks: Core Components,FALSE,,0,,,,TRUE
279,Deep Learning,Generative Adversarial Networks,Generative Adversarial Networks: Reference Architecture,FALSE,,0,,,,TRUE
280,Deep Learning,Generative Adversarial Networks,Generative Adversarial Networks: Data and Control Flow,FALSE,,0,,,,TRUE
281,Deep Learning,Generative Adversarial Networks,Generative Adversarial Networks: Interfaces and Protocols,FALSE,,0,,,,TRUE
282,Deep Learning,Generative Adversarial Networks,Generative Adversarial Networks: Design Principles,FALSE,,0,,,,TRUE
283,Deep Learning,Generative Adversarial Networks,Generative Adversarial Networks: Implementation Models,FALSE,,0,,,,TRUE
284,Deep Learning,Generative Adversarial Networks,Generative Adversarial Networks: Performance Considerations,FALSE,,0,,,,TRUE
285,Deep Learning,Generative Adversarial Networks,Generative Adversarial Networks: Reliability and Availability,FALSE,,0,,,,TRUE
286,Deep Learning,Generative Adversarial Networks,Generative Adversarial Networks: Security Considerations,FALSE,,0,,,,TRUE
287,Deep Learning,Generative Adversarial Networks,Generative Adversarial Networks: Applications,FALSE,,0,,,,TRUE
288,Deep Learning,Generative Adversarial Networks,Generative Adversarial Networks: Emerging Trends,FALSE,,0,,,,TRUE
289,Deep Learning,Diffusion Models,Diffusion Models: Forward Diffusion,FALSE,,0,,,,TRUE
290,Deep Learning,Diffusion Models,Diffusion Models: Noise Schedules,FALSE,,0,,,,TRUE
291,Deep Learning,Diffusion Models,Diffusion Models: Reverse Diffusion,FALSE,,0,,,,TRUE
292,Deep Learning,Diffusion Models,Diffusion Models: Denoising Networks,FALSE,,0,,,,TRUE
293,Deep Learning,Diffusion Models,Diffusion Models: Score Matching,FALSE,,0,,,,TRUE
294,Deep Learning,Diffusion Models,Diffusion Models: Latent Diffusion,FALSE,,0,,,,TRUE
295,Deep Learning,Diffusion Models,Diffusion Models: Conditioning,FALSE,,0,,,,TRUE
296,Deep Learning,Diffusion Models,Diffusion Models: Classifier-Free Guidance,FALSE,,0,,,,TRUE
297,Deep Learning,Diffusion Models,Diffusion Models: Sampling Methods,FALSE,,0,,,,TRUE
298,Deep Learning,Diffusion Models,Diffusion Models: Training Objectives,FALSE,,0,,,,TRUE
299,Deep Learning,Diffusion Models,Diffusion Models: Image Generation,FALSE,,0,,,,TRUE
300,Deep Learning,Diffusion Models,Diffusion Models: Diffusion Applications,FALSE,,0,,,,TRUE
301,Deep Learning,Graph Neural Networks,Graph Neural Networks: Purpose and Scope,FALSE,,0,,,,TRUE
302,Deep Learning,Graph Neural Networks,Graph Neural Networks: Core Components,FALSE,,0,,,,TRUE
303,Deep Learning,Graph Neural Networks,Graph Neural Networks: Reference Architecture,FALSE,,0,,,,TRUE
304,Deep Learning,Graph Neural Networks,Graph Neural Networks: Data and Control Flow,FALSE,,0,,,,TRUE
305,Deep Learning,Graph Neural Networks,Graph Neural Networks: Interfaces and Protocols,FALSE,,0,,,,TRUE
306,Deep Learning,Graph Neural Networks,Graph Neural Networks: Design Principles,FALSE,,0,,,,TRUE
307,Deep Learning,Graph Neural Networks,Graph Neural Networks: Implementation Models,FALSE,,0,,,,TRUE
308,Deep Learning,Graph Neural Networks,Graph Neural Networks: Performance Considerations,FALSE,,0,,,,TRUE
309,Deep Learning,Graph Neural Networks,Graph Neural Networks: Reliability and Availability,FALSE,,0,,,,TRUE
310,Deep Learning,Graph Neural Networks,Graph Neural Networks: Security Considerations,FALSE,,0,,,,TRUE
311,Deep Learning,Graph Neural Networks,Graph Neural Networks: Applications,FALSE,,0,,,,TRUE
312,Deep Learning,Graph Neural Networks,Graph Neural Networks: Emerging Trends,FALSE,,0,,,,TRUE
313,Deep Learning,Deep Reinforcement Learning,Deep Reinforcement Learning: Problem Definition,FALSE,,0,,,,TRUE
314,Deep Learning,Deep Reinforcement Learning,Deep Reinforcement Learning: Core Concepts,FALSE,,0,,,,TRUE
315,Deep Learning,Deep Reinforcement Learning,Deep Reinforcement Learning: Input Representation,FALSE,,0,,,,TRUE
316,Deep Learning,Deep Reinforcement Learning,Deep Reinforcement Learning: Key Methods,FALSE,,0,,,,TRUE
317,Deep Learning,Deep Reinforcement Learning,Deep Reinforcement Learning: Algorithm Workflow,FALSE,,0,,,,TRUE
318,Deep Learning,Deep Reinforcement Learning,Deep Reinforcement Learning: Training or Computation,FALSE,,0,,,,TRUE
319,Deep Learning,Deep Reinforcement Learning,Deep Reinforcement Learning: Hyperparameters and Configuration,FALSE,,0,,,,TRUE
320,Deep Learning,Deep Reinforcement Learning,Deep Reinforcement Learning: Evaluation Metrics,FALSE,,0,,,,TRUE
321,Deep Learning,Deep Reinforcement Learning,Deep Reinforcement Learning: Error Analysis,FALSE,,0,,,,TRUE
322,Deep Learning,Deep Reinforcement Learning,Deep Reinforcement Learning: Performance Optimization,FALSE,,0,,,,TRUE
323,Deep Learning,Deep Reinforcement Learning,Deep Reinforcement Learning: Applications,FALSE,,0,,,,TRUE
324,Deep Learning,Deep Reinforcement Learning,Deep Reinforcement Learning: Limitations and Extensions,FALSE,,0,,,,TRUE
325,Deep Learning,Transfer Learning,Transfer Learning: Problem Definition,FALSE,,0,,,,TRUE
326,Deep Learning,Transfer Learning,Transfer Learning: Core Concepts,FALSE,,0,,,,TRUE
327,Deep Learning,Transfer Learning,Transfer Learning: Input Representation,FALSE,,0,,,,TRUE
328,Deep Learning,Transfer Learning,Transfer Learning: Key Methods,FALSE,,0,,,,TRUE
329,Deep Learning,Transfer Learning,Transfer Learning: Algorithm Workflow,FALSE,,0,,,,TRUE
330,Deep Learning,Transfer Learning,Transfer Learning: Training or Computation,FALSE,,0,,,,TRUE
331,Deep Learning,Transfer Learning,Transfer Learning: Hyperparameters and Configuration,FALSE,,0,,,,TRUE
332,Deep Learning,Transfer Learning,Transfer Learning: Evaluation Metrics,FALSE,,0,,,,TRUE
333,Deep Learning,Transfer Learning,Transfer Learning: Error Analysis,FALSE,,0,,,,TRUE
334,Deep Learning,Transfer Learning,Transfer Learning: Performance Optimization,FALSE,,0,,,,TRUE
335,Deep Learning,Transfer Learning,Transfer Learning: Applications,FALSE,,0,,,,TRUE
336,Deep Learning,Transfer Learning,Transfer Learning: Limitations and Extensions,FALSE,,0,,,,TRUE
337,Deep Learning,Self-Supervised Learning,Self-Supervised Learning: Problem Definition,FALSE,,0,,,,TRUE
338,Deep Learning,Self-Supervised Learning,Self-Supervised Learning: Core Concepts,FALSE,,0,,,,TRUE
339,Deep Learning,Self-Supervised Learning,Self-Supervised Learning: Input Representation,FALSE,,0,,,,TRUE
340,Deep Learning,Self-Supervised Learning,Self-Supervised Learning: Key Methods,FALSE,,0,,,,TRUE
341,Deep Learning,Self-Supervised Learning,Self-Supervised Learning: Algorithm Workflow,FALSE,,0,,,,TRUE
342,Deep Learning,Self-Supervised Learning,Self-Supervised Learning: Training or Computation,FALSE,,0,,,,TRUE
343,Deep Learning,Self-Supervised Learning,Self-Supervised Learning: Hyperparameters and Configuration,FALSE,,0,,,,TRUE
344,Deep Learning,Self-Supervised Learning,Self-Supervised Learning: Evaluation Metrics,FALSE,,0,,,,TRUE
345,Deep Learning,Self-Supervised Learning,Self-Supervised Learning: Error Analysis,FALSE,,0,,,,TRUE
346,Deep Learning,Self-Supervised Learning,Self-Supervised Learning: Performance Optimization,FALSE,,0,,,,TRUE
347,Deep Learning,Self-Supervised Learning,Self-Supervised Learning: Applications,FALSE,,0,,,,TRUE
348,Deep Learning,Self-Supervised Learning,Self-Supervised Learning: Limitations and Extensions,FALSE,,0,,,,TRUE
349,Deep Learning,Multimodal Deep Learning,Multimodal Deep Learning: Problem Definition,FALSE,,0,,,,TRUE
350,Deep Learning,Multimodal Deep Learning,Multimodal Deep Learning: Core Concepts,FALSE,,0,,,,TRUE
351,Deep Learning,Multimodal Deep Learning,Multimodal Deep Learning: Input Representation,FALSE,,0,,,,TRUE
352,Deep Learning,Multimodal Deep Learning,Multimodal Deep Learning: Key Methods,FALSE,,0,,,,TRUE
353,Deep Learning,Multimodal Deep Learning,Multimodal Deep Learning: Algorithm Workflow,FALSE,,0,,,,TRUE
354,Deep Learning,Multimodal Deep Learning,Multimodal Deep Learning: Training or Computation,FALSE,,0,,,,TRUE
355,Deep Learning,Multimodal Deep Learning,Multimodal Deep Learning: Hyperparameters and Configuration,FALSE,,0,,,,TRUE
356,Deep Learning,Multimodal Deep Learning,Multimodal Deep Learning: Evaluation Metrics,FALSE,,0,,,,TRUE
357,Deep Learning,Multimodal Deep Learning,Multimodal Deep Learning: Error Analysis,FALSE,,0,,,,TRUE
358,Deep Learning,Multimodal Deep Learning,Multimodal Deep Learning: Performance Optimization,FALSE,,0,,,,TRUE
359,Deep Learning,Multimodal Deep Learning,Multimodal Deep Learning: Applications,FALSE,,0,,,,TRUE
360,Deep Learning,Multimodal Deep Learning,Multimodal Deep Learning: Limitations and Extensions,FALSE,,0,,,,TRUE
361,Deep Learning,Model Compression,Model Compression: Problem Definition,FALSE,,0,,,,TRUE
362,Deep Learning,Model Compression,Model Compression: Core Concepts,FALSE,,0,,,,TRUE
363,Deep Learning,Model Compression,Model Compression: Input Representation,FALSE,,0,,,,TRUE
364,Deep Learning,Model Compression,Model Compression: Key Methods,FALSE,,0,,,,TRUE
365,Deep Learning,Model Compression,Model Compression: Algorithm Workflow,FALSE,,0,,,,TRUE
366,Deep Learning,Model Compression,Model Compression: Training or Computation,FALSE,,0,,,,TRUE
367,Deep Learning,Model Compression,Model Compression: Hyperparameters and Configuration,FALSE,,0,,,,TRUE
368,Deep Learning,Model Compression,Model Compression: Evaluation Metrics,FALSE,,0,,,,TRUE
369,Deep Learning,Model Compression,Model Compression: Error Analysis,FALSE,,0,,,,TRUE
370,Deep Learning,Model Compression,Model Compression: Performance Optimization,FALSE,,0,,,,TRUE
371,Deep Learning,Model Compression,Model Compression: Applications,FALSE,,0,,,,TRUE
372,Deep Learning,Model Compression,Model Compression: Limitations and Extensions,FALSE,,0,,,,TRUE
373,Deep Learning,Deep Learning Hardware,Deep Learning Hardware: Purpose and Scope,FALSE,,0,,,,TRUE
374,Deep Learning,Deep Learning Hardware,Deep Learning Hardware: Core Components,FALSE,,0,,,,TRUE
375,Deep Learning,Deep Learning Hardware,Deep Learning Hardware: Reference Architecture,FALSE,,0,,,,TRUE
376,Deep Learning,Deep Learning Hardware,Deep Learning Hardware: Data and Control Flow,FALSE,,0,,,,TRUE
377,Deep Learning,Deep Learning Hardware,Deep Learning Hardware: Interfaces and Protocols,FALSE,,0,,,,TRUE
378,Deep Learning,Deep Learning Hardware,Deep Learning Hardware: Design Principles,FALSE,,0,,,,TRUE
379,Deep Learning,Deep Learning Hardware,Deep Learning Hardware: Implementation Models,FALSE,,0,,,,TRUE
380,Deep Learning,Deep Learning Hardware,Deep Learning Hardware: Performance Considerations,FALSE,,0,,,,TRUE
381,Deep Learning,Deep Learning Hardware,Deep Learning Hardware: Reliability and Availability,FALSE,,0,,,,TRUE
382,Deep Learning,Deep Learning Hardware,Deep Learning Hardware: Security Considerations,FALSE,,0,,,,TRUE
383,Deep Learning,Deep Learning Hardware,Deep Learning Hardware: Applications,FALSE,,0,,,,TRUE
384,Deep Learning,Deep Learning Hardware,Deep Learning Hardware: Emerging Trends,FALSE,,0,,,,TRUE
385,Deep Learning,Training at Scale,Training at Scale: Definition and Scope,FALSE,,0,,,,TRUE
386,Deep Learning,Training at Scale,Training at Scale: Core Concepts,FALSE,,0,,,,TRUE
387,Deep Learning,Training at Scale,Training at Scale: Key Components,FALSE,,0,,,,TRUE
388,Deep Learning,Training at Scale,Training at Scale: Underlying Principles,FALSE,,0,,,,TRUE
389,Deep Learning,Training at Scale,Training at Scale: Methods and Techniques,FALSE,,0,,,,TRUE
390,Deep Learning,Training at Scale,Training at Scale: Design and Implementation,FALSE,,0,,,,TRUE
391,Deep Learning,Training at Scale,Training at Scale: Evaluation and Measurement,FALSE,,0,,,,TRUE
392,Deep Learning,Training at Scale,Training at Scale: Performance Considerations,FALSE,,0,,,,TRUE
393,Deep Learning,Training at Scale,Training at Scale: Security or Safety Considerations,FALSE,,0,,,,TRUE
394,Deep Learning,Training at Scale,Training at Scale: Applications and Use Cases,FALSE,,0,,,,TRUE
395,Deep Learning,Training at Scale,Training at Scale: Challenges and Limitations,FALSE,,0,,,,TRUE
396,Deep Learning,Training at Scale,Training at Scale: Emerging Trends,FALSE,,0,,,,TRUE
397,Deep Learning,Evaluation and Debugging,Evaluation and Debugging: Objectives,FALSE,,0,,,,TRUE
398,Deep Learning,Evaluation and Debugging,Evaluation and Debugging: Test or Evaluation Design,FALSE,,0,,,,TRUE
399,Deep Learning,Evaluation and Debugging,Evaluation and Debugging: Key Metrics,FALSE,,0,,,,TRUE
400,Deep Learning,Evaluation and Debugging,Evaluation and Debugging: Data and Test Cases,FALSE,,0,,,,TRUE
401,Deep Learning,Evaluation and Debugging,Evaluation and Debugging: Baseline Comparison,FALSE,,0,,,,TRUE
402,Deep Learning,Evaluation and Debugging,Evaluation and Debugging: Automation,FALSE,,0,,,,TRUE
403,Deep Learning,Evaluation and Debugging,Evaluation and Debugging: Failure Analysis,FALSE,,0,,,,TRUE
404,Deep Learning,Evaluation and Debugging,Evaluation and Debugging: Performance Testing,FALSE,,0,,,,TRUE
405,Deep Learning,Evaluation and Debugging,Evaluation and Debugging: Reliability Testing,FALSE,,0,,,,TRUE
406,Deep Learning,Evaluation and Debugging,Evaluation and Debugging: Reporting,FALSE,,0,,,,TRUE
407,Deep Learning,Evaluation and Debugging,Evaluation and Debugging: Best Practices,FALSE,,0,,,,TRUE
408,Deep Learning,Evaluation and Debugging,Evaluation and Debugging: Continuous Improvement,FALSE,,0,,,,TRUE
409,Deep Learning,Responsible Deep Learning,Responsible Deep Learning: Problem Definition,FALSE,,0,,,,TRUE
410,Deep Learning,Responsible Deep Learning,Responsible Deep Learning: Core Concepts,FALSE,,0,,,,TRUE
411,Deep Learning,Responsible Deep Learning,Responsible Deep Learning: Input Representation,FALSE,,0,,,,TRUE
412,Deep Learning,Responsible Deep Learning,Responsible Deep Learning: Key Methods,FALSE,,0,,,,TRUE
413,Deep Learning,Responsible Deep Learning,Responsible Deep Learning: Algorithm Workflow,FALSE,,0,,,,TRUE
414,Deep Learning,Responsible Deep Learning,Responsible Deep Learning: Training or Computation,FALSE,,0,,,,TRUE
415,Deep Learning,Responsible Deep Learning,Responsible Deep Learning: Hyperparameters and Configuration,FALSE,,0,,,,TRUE
416,Deep Learning,Responsible Deep Learning,Responsible Deep Learning: Evaluation Metrics,FALSE,,0,,,,TRUE
417,Deep Learning,Responsible Deep Learning,Responsible Deep Learning: Error Analysis,FALSE,,0,,,,TRUE
418,Deep Learning,Responsible Deep Learning,Responsible Deep Learning: Performance Optimization,FALSE,,0,,,,TRUE
419,Deep Learning,Responsible Deep Learning,Responsible Deep Learning: Applications,FALSE,,0,,,,TRUE
420,Deep Learning,Responsible Deep Learning,Responsible Deep Learning: Limitations and Extensions,FALSE,,0,,,,TRUE
421,Natural Language Processing,NLP Fundamentals,NLP Fundamentals: Definition and Scope,FALSE,,0,,,,TRUE
422,Natural Language Processing,NLP Fundamentals,NLP Fundamentals: Historical Development,FALSE,,0,,,,TRUE
423,Natural Language Processing,NLP Fundamentals,NLP Fundamentals: Core Terminology,FALSE,,0,,,,TRUE
424,Natural Language Processing,NLP Fundamentals,NLP Fundamentals: Major Components,FALSE,,0,,,,TRUE
425,Natural Language Processing,NLP Fundamentals,NLP Fundamentals: Key Principles,FALSE,,0,,,,TRUE
426,Natural Language Processing,NLP Fundamentals,NLP Fundamentals: Common Architectures,FALSE,,0,,,,TRUE
427,Natural Language Processing,NLP Fundamentals,NLP Fundamentals: Typical Workflows,FALSE,,0,,,,TRUE
428,Natural Language Processing,NLP Fundamentals,NLP Fundamentals: Major Applications,FALSE,,0,,,,TRUE
429,Natural Language Processing,NLP Fundamentals,NLP Fundamentals: Benefits and Limitations,FALSE,,0,,,,TRUE
430,Natural Language Processing,NLP Fundamentals,NLP Fundamentals: Current Challenges,FALSE,,0,,,,TRUE
431,Natural Language Processing,NLP Fundamentals,NLP Fundamentals: Best Practices,FALSE,,0,,,,TRUE
432,Natural Language Processing,NLP Fundamentals,NLP Fundamentals: Future Directions,FALSE,,0,,,,TRUE
433,Natural Language Processing,Text Preprocessing,Text Preprocessing: Definition and Scope,FALSE,,0,,,,TRUE
434,Natural Language Processing,Text Preprocessing,Text Preprocessing: Core Concepts,FALSE,,0,,,,TRUE
435,Natural Language Processing,Text Preprocessing,Text Preprocessing: Key Components,FALSE,,0,,,,TRUE
436,Natural Language Processing,Text Preprocessing,Text Preprocessing: Underlying Principles,FALSE,,0,,,,TRUE
437,Natural Language Processing,Text Preprocessing,Text Preprocessing: Methods and Techniques,FALSE,,0,,,,TRUE
438,Natural Language Processing,Text Preprocessing,Text Preprocessing: Design and Implementation,FALSE,,0,,,,TRUE
439,Natural Language Processing,Text Preprocessing,Text Preprocessing: Evaluation and Measurement,FALSE,,0,,,,TRUE
440,Natural Language Processing,Text Preprocessing,Text Preprocessing: Performance Considerations,FALSE,,0,,,,TRUE
441,Natural Language Processing,Text Preprocessing,Text Preprocessing: Security or Safety Considerations,FALSE,,0,,,,TRUE
442,Natural Language Processing,Text Preprocessing,Text Preprocessing: Applications and Use Cases,FALSE,,0,,,,TRUE
443,Natural Language Processing,Text Preprocessing,Text Preprocessing: Challenges and Limitations,FALSE,,0,,,,TRUE
444,Natural Language Processing,Text Preprocessing,Text Preprocessing: Emerging Trends,FALSE,,0,,,,TRUE
445,Natural Language Processing,Tokenization,Tokenization: Definition and Scope,FALSE,,0,,,,TRUE
